Language	Concept	IPA	Cognate Class	ASJP	SCA
lxg	egg	mɛndʒu	2	mEndZu	MENTSY
gra	egg	mɛndʒu	2	mEndZu	MENTSY
glb	egg	mɛs	3	mEs	MES
gba	eggplant	(h)apˑa	1	hapa	HAPA
mad	eggplant	apːa	1	apa	APA
met	eggplant	apːa	1	apa	APA
bhs	eggplant	apːa	1	apa	APA
bhb	eggplant	apːa	1	apa	APA
bhm	eggplant	apa	1	apa	APA
mal	eggplant	apaŋ	1	apaN	APAN
mud	eggplant	appa	1	appa	APA
mso	eggplant	appaŋ	1	appaN	APAN
khu	eggplant	baʈa	2	bata	PATA
bhe	eggplant	baʈai	2	batai	PATA
ggg	eggplant	baʈaŋ	2	bataN	PATAN
pmd	eggplant	bhaɽta	2	bharta	PHARTA
gtd	eggplant	bhata	2	bhata	PHATA
prg	eggplant	bʰata	2	bh~ata	PATA
gdh	eggplant	bʰata	2	bh~ata	PATA
psh	eggplant	bhaʈa	2	bhata	PHATA
pkh	eggplant	bhaʈa	2	bhata	PHATA
gkt	eggplant	bʰəta	2	bh~3ta	PETA
gok	eggplant	bʌŋɡa	2	boNga	PENKA
ktg	eggplant	hapa	1	hapa	HAPA
mku	eggplant	hapa	1	hapa	HAPA
get	eggplant	hapa	1	hapa	HAPA
gja	eggplant	hapa	1	hapa	HAPA
goa	eggplant	hapa(kʌja)	1	hapakoya	HAPAKEJA
mdh	eggplant	hapoŋ	1	hapoN	HAPUN
mlj	eggplant	happa	1	happa	HAPA
gni	eggplant	saːpʌ	1	sapo	SAPE
gut	eggplant	saːpʌŋ	1	sapoN	SAPEN
gch	eggplant	sapa	1	sapa	SAPA
rui	eggplant	sapaŋ	1	sapaN	SAPAN
grp	eggplant	sapaŋ	1	sapaN	SAPAN
ght	eggplant	sapaŋ	1	sapaN	SAPAN
glb	eggplant	sapaŋ	1	sapaN	SAPAN
dog	eggplant	sapaŋ	1	sapaN	SAPAN
gka	eggplant	sapaŋ	1	sapaN	SAPAN
gra	eggplant	sapaŋ	1	sapaN	SAPAN
gki	eggplant	sapaŋ	1	sapaN	SAPAN
gam	eggplant	sapaŋ	1	sapaN	SAPAN
gar	eggplant	sapaŋ,wəŋɡey	1	sapaN, w3Ngei	SAPAN, WENKE
gse	eggplant	sapaʔ	1	sapa7	SAPAH
gcj	eggplant	sapha	1	sapha	SAPHA
lxg	eggplant	sapʌ	1	sapo	SAPE
gwa	eggplant	sʌn(k)	3	sonk	SENK
gbh	eggplant	u̯aŋ(kai̯a)	3	uaNkaia	YNKA
mbh	eggplant	ʌpˑa(kai̯a)	1	opakaia	EPAKA
gut	eight	aːʈ	1	at	AT
bhs	eight	aːʈ	1	at	AT
bhb	eight	aːʈ	1	at	AT
gni	eight	aːʈu̯	1	atu	ATY
gwa	eight	aɖmul	2	admul	ATMYL
gch	eight	armul	2	armul	ARMYL
ght	eight	armʌr,at	2	armor, at	ARMER, AT
rui	eight	at	1	at	AT
grp	eight	at	1	at	AT
glb	eight	at	1	at	AT
ktg	eight	at	1	at	AT
mdh	eight	at	1	at	AT
mku	eight	at	1	at	AT
psh	eight	at	1	at	AT
pmd	eight	at	1	at	AT
pkh	eight	at	1	at	AT
gcj	eight	at	1	at	AT
bhe	eight	at	1	at	AT
gar	eight	at	1	at	AT
gdh	eight	at	1	at	AT
gtd	eight	ate	1	ate	ATE
gok	eight	ath	1	ath	ATH
gja	eight	atʰ	1	ath~	AT
mal	eight	atʰ	1	ath~	AT
gba	eight	atʰ	1	ath~	AT
ggg	eight	atʰ	1	ath~	AT
khu	eight	atʰ	1	ath~	AT
prg	eight	atʰ	1	ath~	AT
mlj	eight	at̪h	1	ath	ATH
bhm	eight	aʈ	1	at	AT
mso	eight	aʈ	1	at	AT
dog	eight	aʈh	1	ath	ATH
mud	eight	aʈh	1	ath	ATH
mad	eight	aʈʰ	1	ath~	AT
gkt	eight	aʈʰ	1	ath~	AT
gka	eight	aʈʰ	1	ath~	AT
gse	eight	aʈʰ	1	ath~	AT
gra	eight	aʈʰ	1	ath~	AT
gki	eight	aʈʰ	1	ath~	AT
gam	eight	aʈʰ	1	ath~	AT
met	eight	aʈhu	1	athu	ATHY
lxg	eight	aʈu	1	atu	ATY
gbh	eight	enimid̪i	3	enimidi	ENIMITI
mbh	eight	enimid̪i	3	enimidi	ENIMITI
get	eight	ɛnʌdʌmi	3	Enodomi	ENETEMI
goa	eight	ɪnmid̪	3	inmid	INMIT
gok	elbow	-----	?	-----	-----
mud	elbow	-----	?	-----	-----
gse	elbow	d̪opul	1	dopul	TUPYL
gka	elbow	dopur	1	dopur	TUPYR
ggg	elbow	ɡutmoŋ	2	gutmoN	KYTMUN
grp	elbow	ɡutna	2	gutna	KYTNA
glb	elbow	ɡutna	2	gutna	KYTNA
gwa	elbow	ɡutna	2	gutna	KYTNA
bhe	elbow	kʰohuŋɡi	3	kh~ohuNgi	KUHYNKI
mso	elbow	kohni	3	kohni	KUHNI
mlj	elbow	kohoni	3	kohoni	KUHUNI
gam	elbow	kopaɾa	4	kopara	KUPARA
met	elbow	kunˑa	5	kuna	KYNA
mad	elbow	kunˑaɡai	5	kunagai	KYNAKA
mbh	elbow	kunamkai	5	kunamkai	KYNAMKA
bhb	elbow	kunankʌj	5	kunankoy	KYNANKEJ
mal	elbow	kunaŋɡai̯yu	5	kunaNgaiiu	KYNANKA
gbh	elbow	kundakai	5	kundakai	KYNTAKA
gja	elbow	kundakei	5	kundakei	KYNTAKE
gba	elbow	kundankei̯yu	5	kundankeiiu	KYNTANKE
mdh	elbow	kundʌmkai	5	kundomkai	KYNTEMKA
goa	elbow	kunɖa	5	kunda	KYNTA
bhs	elbow	kunuːnkʌj	5	kununkoy	KYNYNKEJ
bhm	elbow	kunukʌj	5	kunukoy	KYNYKEJ
mku	elbow	moɾi	6	mori	MURI
gar	elbow	munda	7	munda	MYNTA
ght	elbow	qowŋɡa,ɡutna	2	qowNga, gutna	KUWNKA, KYTNA
gtd	elbow	tahoni	8	tahoni	TAHUNI
khu	elbow	tɛhɛnɛ	8	tEhEnE	TEHENE
gcj	elbow	tihini	8	tihini	TIHINI
psh	elbow	tohoni	8	tohoni	TUHUNI
pmd	elbow	tohoni	8	tohoni	TUHUNI
pkh	elbow	tohoni	8	tohoni	TUHUNI
gdh	elbow	tohoni	8	tohoni	TUHUNI
prg	elbow	toni	8	toni	TUNI
gch	elbow	toni	8	toni	TUNI
get	elbow	toŋɡa	8	toNga	TUNKA
ktg	elbow	toŋɡi	8	toNgi	TUNKI
dog	elbow	toŋɡi	8	toNgi	TUNKI
gki	elbow	toŋɡi	8	toNgi	TUNKI
gra	elbow	t̪oŋɡi	8	toNgi	TUNKI
gkt	elbow	tuni	8	tuni	TYNI
gut	elbow	ʈoŋɡi	8	toNgi	TUNKI
gni	elbow	ʈoŋi	8	toNi	TUNI
lxg	elbow	ʈoŋi	8	toNi	TUNI
rui	elbow	ʈoŋra	8	toNra	TUNRA
rui	eleven	akra	1	akra	AKRA
mdh	eleven	akra	1	akra	AKRA
gut	eleven	akɾa	1	akra	AKRA
gki	eleven	akɾa	1	akra	AKRA
gka	eleven	akʌru	1	akoru	AKERY
gni	eleven	akʌrʌ	1	akoro	AKERE
dog	eleven	akʌɾa	1	akora	AKERA
gse	eleven	əkɛɾa	1	3kEra	EKERA
grp	eleven	ɡara	1	gara	KARA
gok	eleven	ɡara	1	gara	KARA
glb	eleven	ɡera	1	gera	KERA
ktg	eleven	ɡera	1	gera	KERA
mku	eleven	ɡera	1	gera	KERA
gtd	eleven	ɡera	1	gera	KERA
gkt	eleven	ɡera	1	gera	KERA
pmd	eleven	ɡera	1	gera	KERA
gcj	eleven	ɡera	1	gera	KERA
psh	eleven	ɡɛra	1	gEra	KERA
pkh	eleven	ɡɛva	1	gEva	KEBA
mud	eleven	ɡijaɾa	1	giyara	KIJARA
bhs	eleven	ɡjaɾa	1	gyara	KJARA
bhb	eleven	ɡjaɾa	1	gyara	KJARA
mlj	eleven	ɡjaɾa	1	gyara	KJARA
ggg	eleven	ɡyera	1	giera	KYRA
khu	eleven	ɡyera	1	giera	KYRA
bhe	eleven	ɡyera	1	giera	KYRA
prg	eleven	ɡyera	1	giera	KYRA
gar	eleven	ɡyera	1	giera	KYRA
gam	eleven	ɡyera	1	giera	KYRA
gwa	eleven	ɡyera	1	giera	KYRA
gch	eleven	ɡyera	1	giera	KYRA
gdh	eleven	ɡyera	1	giera	KYRA
mso	eleven	iɡiyaɾa	1	igiiara	IKIRA
bhm	eleven	iɡjaɾa	1	igyara	IKJARA
met	eleven	nkɾa	2	nkra	NKRA
gbh	eleven	pad̪akondu	3	padakondu	PATAKUNTY
mbh	eleven	pad̪akondu	3	padakondu	PATAKUNTY
goa	eleven	pad̪akɔnd̪u	3	padakondu	PATAKUNTY
ght	eleven	pʌdundi,ɡera	3	podundi, gera	PETYNTI, KERA
get	eleven	pʌdʌkundo	3	podokundo	PETEKYNTU
mad	eleven	ʌkra	1	okra	EKRA
lxg	eleven	ʌkrʌ	1	okro	EKRE
gra	eleven	ʌkɾa	1	okra	EKRA
mal	eleven	ʌkʌra	1	okora	EKERA
gja	eleven	ʌkʌrʌ	1	okoro	EKERE
gba	eleven	ʌkʌrʌ	1	okoro	EKERE
gka	evening_afternoon	dil̆mulek	1	dilmulek	TILMYLEK
gam	evening_afternoon	din(h)anɛk	2	dinhanEk	TINHANEK
gkt	evening_afternoon	dinarak	3	dinarak	TINARAK
gch	evening_afternoon	dinare	3	dinare	TINARE
gdh	evening_afternoon	dinarɛk	3	dinarEk	TINAREK
ggg	evening_afternoon	dinmoɖum	4	dinmodum	TINMUTYM
khu	evening_afternoon	dinmuɖuŋ	4	dinmuduN	TINMYTYN
ght	evening_afternoon	dinmule	1	dinmule	TINMYLE
bhe	evening_afternoon	dinmuley	1	dinmulei	TINMYLE
prg	evening_afternoon	dinmulisat	1	dinmulisat	TINMYLISAT
gwa	evening_afternoon	dinmulit	1	dinmulit	TINMYLIT
gar	evening_afternoon	dinmulta	1	dinmulta	TINMYLTA
grp	evening_afternoon	dinmuruŋ	1	dinmuruN	TINMYRYN
gtd	evening_afternoon	dinmʌli(sia)	1	dinmolisia	TINMELISI
gse	evening_afternoon	dɪnmuɭɛk	1	dinmuLEk	TINMYLEK
mad	evening_afternoon	ikaɖa,mulpeʔ	5	ikada, mulpe7	IKATA, MYLPEH
psh	evening_afternoon	lulpe	6	lulpe	LYLPE
mud	evening_afternoon	mulanupʌhaɾ	6	mulanupohar	MYLANYPEHAR
mbh	evening_afternoon	mulpe	6	mulpe	MYLPE
bhm	evening_afternoon	mulpe	6	mulpe	MYLPE
bhs	evening_afternoon	mulpe	6	mulpe	MYLPE
mku	evening_afternoon	mult	1	mult	MYLT
gok	evening_afternoon	mult	1	mult	MYLT
ktg	evening_afternoon	multa	1	multa	MYLTA
met	evening_afternoon	muɭpeʔ	6	muLpe7	MYLPEH
glb	evening_afternoon	muruntu	1	muruntu	MYRYNTY
pmd	evening_afternoon	narka	3	narka	NARKA
pkh	evening_afternoon	narka	3	narka	NARKA
mlj	evening_afternoon	nulan	3	nulan	NYLAN
gcj	evening_afternoon	nunpe	7	nunpe	NYNPE
mdh	evening_afternoon	nurpe	7	nurpe	NYRPE
mal	evening_afternoon	nurpe	7	nurpe	NYRPE
dog	evening_afternoon	phoɾ(sot̪a)	8	phorsota	PHURSUTA
gbh	evening_afternoon	poduˑaŋɡi	9	poduaNgi	PUTYNKI
lxg	evening_afternoon	poɖd̪əreku	9	podd3reku	PUTTEREKY
gja	evening_afternoon	pordhundʒi	9	pordhundZi	PURTHYNTSI
gni	evening_afternoon	porɖrek	9	pordrek	PURTREK
get	evening_afternoon	porhuta	9	porhuta	PURHYTA
gba	evening_afternoon	porhuta	9	porhuta	PURHYTA
mso	evening_afternoon	poɽmulind̪a	9	pormulinda	PURMYLINTA
bhb	evening_afternoon	poɽʌd̪a	9	poroda	PURETA
gra	evening_afternoon	poɾsot̪it̪a	9	porsotita	PURSUTITA
gki	evening_afternoon	ɸhorsota	9	phorsota	BHURSUTA
goa	evening_afternoon	ɸhoruundʒi	9	phoruundZi	BHURYNTSI
rui	evening_afternoon	sɵndyakaɽ	A	s3ndiakar	SUNTYKAR
gut	evening_afternoon	sʌndaɾi	A	sondari	SENTARI
gbh	eye	kadu	1	kadu	KATY
khu	eye	kan	2	kan	KAN
prg	eye	kan	2	kan	KAN
gka	eye	kan	2	kan	KAN
gch	eye	kan	2	kan	KAN
gdh	eye	kan	2	kan	KAN
pmd	eye	k̪an	2	kan	KAN
mbh	eye	kanˑku	2	kanku	KANKY
gkt	eye	kank	2	kank	KANK
pkh	eye	kank	2	kank	KANK
gcj	eye	kank	2	kank	KANK
ggg	eye	kank	2	kank	KANK
bhe	eye	kank	2	kank	KANK
gar	eye	kank	2	kank	KANK
gwa	eye	kank	2	kank	KANK
gtd	eye	kanke	2	kanke	KANKE
grp	eye	kankʰ	2	kankh~	KANK
gba	eye	kardu	3	kardu	KARTY
gja	eye	karku	3	karku	KARKY
goa	eye	karku	3	karku	KARKY
gra	eye	kaɾʌkʰ	3	karokh~	KAREK
lxg	eye	kəɖa	3	k3da	KETA
gam	eye	kən	2	k3n	KEN
gki	eye	kəɾ	3	k3r	KER
rui	eye	kəɾk	3	k3rk	KERK
dog	eye	kəɾk	3	k3rk	KERK
ktg	eye	konda	4	konda	KUNTA
mdh	eye	konda	4	konda	KUNTA
mku	eye	konda	4	konda	KUNTA
get	eye	konda	4	konda	KUNTA
mad	eye	konda	4	konda	KUNTA
gok	eye	konda	4	konda	KUNTA
met	eye	konda	4	konda	KUNTA
mlj	eye	kondã	4	konda	KUNTA
mal	eye	kond̪a	4	konda	KUNTA
mud	eye	konɖa	4	konda	KUNTA
mso	eye	konɖaŋ	4	kondaN	KUNTAN
bhm	eye	koɳɖa	4	konda	KUNTA
bhs	eye	koɳɖa	4	konda	KUNTA
bhb	eye	koɳɖa	4	konda	KUNTA
glb	eye	kulk	4	kulk	KYLK
psh	eye	kun	2	kun	KYN
gut	eye	kʌdək	3	kod3k	KETEK
gni	eye	kʌɖt	3	kodt	KETT
ght	eye	kʌlk	3	kolk	KELK
gse	eye	kʌn	2	kon	KEN
gcj	face	-----	?	-----	-----
mlj	face	maha	1	maha	MAHA
pkh	face	moha	1	moha	MUHA
mso	face	moha	1	moha	MUHA
ktg	face	mohar	1	mohar	MUHAR
mku	face	mohaw	1	mohaw	MUHAW
gok	face	mohaw	1	mohaw	MUHAW
mud	face	mokã	1	moka	MUKA
mdh	face	mokam	1	mokam	MUKAM
gbh	face	mokam	1	mokam	MUKAM
mal	face	mokam	1	mokam	MUKAM
mbh	face	mokame	1	mokame	MUKAME
get	face	mokom	1	mokom	MUKUM
mad	face	mokom	1	mokom	MUKUM
gra	face	mokom	1	mokom	MUKUM
gki	face	mokom	1	mokom	MUKUM
gni	face	mokʌm	1	mokom	MUKEM
lxg	face	mokʌm	1	mokom	MUKEM
gba	face	mokʌm	1	mokom	MUKEM
goa	face	mokʌm	1	mokom	MUKEM
met	face	mokʌm	1	mokom	MUKEM
gut	face	mukʰʌmu	1	mukh~omu	MYKEMY
bhm	face	mukuːm	1	mukum	MYKYM
bhb	face	mukuːm	1	mukum	MYKYM
bhs	face	mukuɔm	1	mukuom	MYKYM
ght	face	tod̪i	2	todi	TUTI
grp	face	t̪od̪i	2	todi	TUTI
glb	face	t̪od̪i	2	todi	TUTI
gkt	face	t̪od̪i	2	todi	TUTI
pmd	face	t̪od̪i	2	todi	TUTI
ggg	face	toɖi	2	todi	TUTI
khu	face	toɖi	2	todi	TUTI
bhe	face	toɖi	2	todi	TUTI
prg	face	toɖi	2	todi	TUTI
gam	face	toɖi	2	todi	TUTI
gse	face	t̪oɖi	2	todi	TUTI
gch	face	t̪oɖi	2	todi	TUTI
gka	face	tsʰeheɾa	3	tsh~ehera	TSEHERA
gtd	face	tʃeheratune	3	tSeheratune	TSEHERATYNE
psh	face	tʃurat	4	tSurat	TSYRAT
rui	face	ʈoɖi	2	todi	TUTI
dog	face	ʈoɖi	2	todi	TUTI
gja	face	ʈoɖi	2	todi	TUTI
gar	face	ʈoɖi	2	todi	TUTI
gwa	face	ʈoɖi	2	todi	TUTI
gdh	face	ʈoɖi	2	todi	TUTI
bhb	far	-----	?	-----	-----
mud	far	-----	?	-----	-----
gba	far	aber,lʌkʰu	1	aber, lokh~u	APER, LEKY
goa	far	baɡʌ,laku	2	bago, laku	PAKE, LAKY
bhs	far	d̪uːj	3	duy	TYJ
gbh	far	d̪uɾam	3	duram	TYRAM
mbh	far	dʒakˑu	4	dZaku	TSAKY
mal	far	dʒek	4	dZek	TSEK
mso	far	dʒek	4	dZek	TSEK
bhm	far	eːɽaj	5	eray	ERAJ
gch	far	lak	6	lak	LAK
gok	far	lapi	7	lapi	LAPI
mlj	far	lapi	7	lapi	LAPI
mad	far	lekˑu	6	leku	LEKY
met	far	leku	6	leku	LEKY
bhe	far	lək	6	l3k	LEK
gwa	far	lək	6	l3k	LEK
gdh	far	lək	6	l3k	LEK
gtd	far	ləke	6	l3ke	LEKE
ggg	far	ləkʰ	6	l3kh~	LEK
gar	far	ləkʰ	6	l3kh~	LEK
gam	far	ləkʰ	6	l3kh~	LEK
khu	far	ləkʰə	6	l3kh~3	LEKE
prg	far	ləkʰə	6	l3kh~3	LEKE
rui	far	ləŋ	8	l3N	LEN
gki	far	ləŋ	8	l3N	LEN
gut	far	lʋŋɡ	8	lwNg	LWNK
dog	far	lʌk	6	lok	LEK
mku	far	lʌk	6	lok	LEK
gja	far	lʌk	6	lok	LEK
gse	far	lʌk	6	lok	LEK
gra	far	lʌk	6	lok	LEK
gka	far	l̆ʌk	6	lok	LEK
ght	far	lʌkh	6	lokh	LEKH
grp	far	lʌkʰ	6	lokh~	LEK
glb	far	lʌkʰ	6	lokh~	LEK
ktg	far	lʌkʰ	6	lokh~	LEK
gkt	far	lʌkʰ	6	lokh~	LEK
psh	far	lʌkʰ	6	lokh~	LEK
pmd	far	lʌkʰ	6	lokh~	LEK
pkh	far	lʌkʰ	6	lokh~	LEK
gcj	far	lʌkʰ	6	lokh~	LEK
mdh	far	lʌ̯kʰ	6	lokh~	LEK
get	far	lʌkʰu	6	lokh~u	LEKY
lxg	far	lʌŋ,lʌkːu	8	loN, loku	LEN, LEKY
gni	far	lʌŋɡ	8	loNg	LENK
bhm	fat	-----	?	-----	-----
ktg	fat	bʌsil	1	bosil	PESIL
met	fat	kodohundʒu	2	kodohundZu	KUTUHYNTSY
gbh	fat	kodondʒi	2	kodondZi	KUTUNTSI
mbh	fat	koduˑŋʒ	2	koduNZ	KUTYNS
goa	fat	koɖondʒu	2	kodondZu	KUTUNTSY
gni	fat	koɖvindɡ	2	kodvindg	KUTBINTK
gut	fat	koɖvɪnd̪ʒ	2	kodvindZ	KUTBINTS
gja	fat	kordʌvʌn	2	kordovon	KURTEBEN
get	fat	kordʌvʌndʒi	2	kordovondZi	KURTEBENTSI
gba	fat	kordʌvʌndʒi	2	kordovondZi	KURTEBENTSI
mdh	fat	korɖaven	2	kordaven	KURTABEN
mud	fat	kor̆uwɛndʒ	2	koruwEndZ	KURYWENTS
mku	fat	korve	2	korve	KURBE
mal	fat	korʌvʌndʒi	2	korovondZi	KUREBENTSI
mso	fat	koɽhwɛndʒ	2	korhwEndZ	KURHWENTS
bhb	fat	koɽvas	2	korvas	KURBAS
gra	fat	koβĩdʒ	2	kobidZ	KUBITS
lxg	fat	kɔd̆əwɪndʒə	2	kod3windZ3	KUTEWINTSE
mad	fat	kʌsa	3	kosa	KESA
gki	fat	mãnd̪a	4	manda	MANTA
dog	fat	manɖa	4	manda	MANTA
mlj	fat	nei̯	5	nei	NE
gok	fat	nihʌvi	5	nihovi	NIHEBI
bhs	fat	poxk	6	poxk	PUGK
rui	fat	tʃerbi	7	tSerbi	TSERPI
khu	fat	tʃerbi	7	tSerbi	TSERPI
prg	fat	tʃerbi	7	tSerbi	TSERPI
gdh	fat	tʃerbi	7	tSerbi	TSERPI
gkt	fat	tʃərbi	7	tS3rbi	TSERPI
psh	fat	tʃərbi	7	tS3rbi	TSERPI
pmd	fat	tʃərbi	7	tS3rbi	TSERPI
pkh	fat	tʃərbi	7	tS3rbi	TSERPI
gcj	fat	tʃərbi	7	tS3rbi	TSERPI
bhe	fat	tʃərbi	7	tS3rbi	TSERPI
gka	fat	tʃərbi	7	tS3rbi	TSERPI
gam	fat	tʃərbi	7	tS3rbi	TSERPI
glb	fat	tʃərbi,manda	7	tS3rbi, manda	TSERPI, MANTA
grp	fat	tʃɛrbi	7	tSErbi	TSERPI
ggg	fat	tʃɛrbi	7	tSErbi	TSERPI
gar	fat	tʃɛrbi	7	tSErbi	TSERPI
gwa	fat	tʃɛrbi	7	tSErbi	TSERPI
gch	fat	tʃɛrbi	7	tSErbi	TSERPI
gse	fat	tʃɛɾbi	7	tSErbi	TSERPI
gtd	fat	tʃiknai̯	8	tSiknai	TSIKNA
ght	fat	tʃʌrbi	7	tSorbi	TSERPI
dog	father	baba	1	baba	PAPA
mdh	father	baba	1	baba	PAPA
gba	father	baba	1	baba	PAPA
gok	father	baba	1	baba	PAPA
gwa	father	baba	1	baba	PAPA
gch	father	baba	1	baba	PAPA
gja	father	babal	1	babal	PAPAL
bhm	father	babal	1	babal	PAPAL
bhs	father	babal	1	babal	PAPAL
mso	father	babal	1	babal	PAPAL
mlj	father	babal	1	babal	PAPAL
mud	father	babal	1	babal	PAPAL
rui	father	babo	1	babo	PAPU
ght	father	babo	1	babo	PAPU
get	father	babo	1	babo	PAPU
ggg	father	babo	1	babo	PAPU
gse	father	babo	1	babo	PAPU
gar	father	babo	1	babo	PAPU
gam	father	babo	1	babo	PAPU
bhb	father	babo	1	babo	PAPU
gka	father	baboʔ,d̪au̯u	1	babo7, dauu	PAPUH, TA
pmd	father	babu	1	babu	PAPY
goa	father	babu	1	babu	PAPY
mal	father	babʌl	1	babol	PAPEL
gut	father	baβʌ	1	babo	PABE
gni	father	baβʌl	1	babol	PABEL
gbh	father	bʰalu	1	bh~alu	PALY
ktg	father	buba	1	buba	PYPA
glb	father	bubal	1	bubal	PYPAL
gra	father	buɾɡaɭ	1	burgaL	PYRKAL
lxg	father	bʌːwal,baːl	1	bowal, bal	PEWAL, PAL
prg	father	dada	2	dada	TATA
gdh	father	dada	2	dada	TATA
gkt	father	d̪ad̪a	2	dada	TATA
psh	father	d̪ad̪a	2	dada	TATA
gcj	father	d̪ad̪a	2	dada	TATA
bhe	father	d̪ad̪a	2	dada	TATA
khu	father	dadəl	2	dad3l	TATEL
grp	father	daw	2	daw	TAW
pkh	father	d̪əd̪ə	2	d3d3	TETE
gtd	father	ɖaɖa	2	dada	TATA
gki	father	matral	3	matral	MATRAL
mad	father	papal	4	papal	PAPAL
met	father	pekʌl	4	pekol	PEKEL
mbh	father	t̪apˑe	5	tape	TAPE
mku	father	tʌpe,babo	5	tope, babo	TEPE, PAPU
rui	feces	-----	?	-----	-----
dog	feces	-----	?	-----	-----
mdh	feces	-----	?	-----	-----
mku	feces	-----	?	-----	-----
pmd	feces	-----	?	-----	-----
pkh	feces	-----	?	-----	-----
gcj	feces	-----	?	-----	-----
ggg	feces	-----	?	-----	-----
khu	feces	-----	?	-----	-----
prg	feces	-----	?	-----	-----
gka	feces	-----	?	-----	-----
gki	feces	-----	?	-----	-----
bhm	feces	ɡod̪ːe	1	gode	KUTE
ktg	feces	hʌrʌp	2	horop	HEREP
goa	feces	kalak,pɛlka	3	kalak, pElka	KALAK, PELKA
gni	feces	maid̪aɽ	4	maidar	MATAR
lxg	feces	mʌɪ̯d̪ad	4	moidad	METAT
gut	feces	peːk	5	pek	PEK
bhs	feces	pej	5	pey	PEJ
mad	feces	pel,piɳɡu	5	pel, pingu	PEL, PINKY
gbh	feces	pelˑkodu	5	pelkodu	PELKUTY
mbh	feces	pelˑkumadi	5	pelkumadi	PELKYMATI
psh	feces	peleron	5	peleron	PELERUN
gtd	feces	peli	5	peli	PELI
mlj	feces	pelle	5	pelle	PELE
mso	feces	pelna	5	pelna	PELNA
mud	feces	pelsuwat̪ãn	5	pelsuwatan	PELSYWATAN
bhb	feces	pelʌ	5	pelo	PELE
gok	feces	pɛle	5	pEle	PELE
get	feces	pɛlka	5	pElka	PELKA
gra	feces	piːɳko	6	pinko	PINKU
mal	feces	pinɡu	6	pingu	PINKY
gja	feces	piɳ	6	pin	PIN
gam	feces	piɳ	6	pin	PIN
gwa	feces	piɳ	6	pin	PIN
gch	feces	piɳ	6	pin	PIN
gdh	feces	piɳ	6	pin	PIN
gar	feces	piɳ,pekal	6	pin, pekal	PIN, PEKAL
gba	feces	piɳ,pɛlka	6	pin, pElka	PIN, PELKA
bhe	feces	piɳɡ	6	ping	PINK
met	feces	piɳku	6	pinku	PINKY
gkt	feces	ɸink	6	pink	BINK
grp	feces	sarapi	7	sarapi	SARAPI
gse	feces	sʌɭapi	7	soLapi	SELAPI
glb	feces	sʌrapi	7	sorapi	SERAPI
ght	feces	sʌrʌpi	7	soropi	SEREPI
gch	few	-----	?	-----	-----
gbh	few	d̪amˑu	1	damu	TAMY
psh	few	dʒarana	2	dZarana	TSARANA
pkh	few	dʒarana	2	dZarana	TSARANA
gdh	few	dʒarasa	2	dZarasa	TSARASA
khu	few	dʒarasi	2	dZarasi	TSARASI
bhe	few	dʒarasi	2	dZarasi	TSARASI
gra	few	dʒeɾasi	2	dZerasi	TSERASI
glb	few	dʒʌrase	2	dZorase	TSERASE
pmd	few	dʒʌrase	2	dZorase	TSERASE
get	few	ɡitʃuku	3	gitSuku	KITSYKY
goa	few	ɡoɖatʃo	4	godatSo	KUTATSU
gok	few	hidikana	5	hidikana	HITIKANA
ktg	few	hudukʰ	5	hudukh~	HYTYK
mdh	few	hutʃuk	5	hutSuk	HYTSYK
mud	few	hutʃuk	5	hutSuk	HYTSYK
rui	few	itsursa,tʃid̪ur	6	itsursa, tSidur	ITSYRSA, TSITYR
gni	few	itʃu	6	itSu	ITSY
mku	few	itʃuk(sa)	6	itSuksa	ITSYKSA
gja	few	itʃun	6	itSun	ITSYN
mal	few	itʃun	6	itSun	ITSYN
mad	few	itʃun	6	itSun	ITSYN
met	few	itʃuna	6	itSuna	ITSYNA
gut	few	itʃuŋsi	6	itSuNsi	ITSYNSI
ggg	few	kəmi	7	k3mi	KEMI
mlj	few	kʌm	7	kom	KEM
gcj	few	ruŋmuda	8	ruNmuda	RYNMYTA
prg	few	tʰodəso	9	th~od3so	TUTESU
gar	few	tʰoɖe	9	th~ode	TUTE
gam	few	tʰoro	9	th~oro	TURU
grp	few	todasa	9	todasa	TUTASA
dog	few	toɖe	9	tode	TUTE
gwa	few	toɖoso,dʒaraso	9	todoso, dZaraso	TUTUSU, TSARASU
ght	few	tolo	a	tolo	TULU
gki	few	toɾdo	9	tordo	TURTU
gtd	few	tʃudoso	9	tSudoso	TSYTUSU
gkt	few	tʃudoso	9	tSudoso	TSYTUSU
bhs	few	tʃuɖuːn	9	tSudun	TSYTYN
bhb	few	tʃuɖul	9	tSudul	TSYTYL
gse	few	ʈʰodosal	9	th~odosal	TUTUSAL
gka	few	ʈʰodoso	9	th~odoso	TUTUSU
bhm	few	uɖuːk	9	uduk	YTYK
lxg	few	utʃu(ŋ)	9	utSuN	YTSYN
gba	few	utʃun,tʃukun	9	utSun, tSukun	YTSYN, TSYKYN
mbh	few	utʃunu	9	utSunu	YTSYNY
mso	few	uʈuk	9	utuk	YTYK
mlj	finger	aɖki	1	adki	ATKI
mbh	finger	aɖusku	1	adusku	ATYSKY
ght	finger	botaŋ	2	botaN	PUTAN
glb	finger	botuŋ	2	botuN	PUTYN
gch	finger	boʈ	2	bot	PUT
