Language	Concept	IPA	ASJP	SCA
gba	this	idu	idu	ITY
gkt	this	hide	hide	HITE
gok	this	id	id	IT
psh	this	ed	ed	ET
pmd	this	idu	idu	ITY
pkh	this	ed	ed	ET
gcj	this	iðʌ	i8o	IDE
ggg	this	idɨ	id3	ITI
khu	this	idə	id3	ITE
bhe	this	idɨ	id3	ITI
prg	this	id̪ə	id3	ITE
gka	this	hid̪u	hidu	HITY
gse	this	hid̪	hid	HIT
gra	this	-----	-----	-----
gki	this	id̪	id	IT
gar	this	idu	idu	ITY
gam	this	hid	hid	HIT
gwa	this	id	id	IT
gch	this	idə	id3	ITE
gdh	this	id̪	id	IT
goa	this	id̪u	idu	ITY
met	this	hid̪u	hidu	HITY
bhm	this	id̪	id	IT
bhs	this	id̪	id	IT
bhb	this	id̪u	idu	ITY
mso	this	id̪u	idu	ITY
mlj	this	ɛɽ	Er	ER
mud	this	iɡa	iga	IKA
rui	cold	tʰənɖo(air),muruŋt̪a	th~3ndoair, muruNta	TENTUAR, MYRYNTA
grp	cold	tʌndo	tondo	TENTU
ght	cold	tʌndo	tondo	TENTU
glb	cold	ʈʌnɖo	tondo	TENTU
ktg	cold	dʌrinta	dorinta	TERINTA
dog	cold	ʈʰʌndo	th~ondo	TENTU
mdh	cold	dorvʌnta	dorvonta	TURBENTA
mku	cold	dʌriŋta	doriNta	TERINTA
gni	cold	kinana	kinana	KINANA
lxg	cold	aːrt̪ʌ,kinɪt̪ʌ	arto, kinito	ARTE, KINITE
get	cold	sʌla	sola	SELA
gut	cold	kɪnaː	kina	KINA
gja	cold	hɪrənt̪a	hir3nta	HIRENTA
gbh	cold	piˑni,salˑaɡa	pini, salaga	PINI, SALAKA
mal	cold	kiriŋt̪e	kiriNte	KIRINTE
mbh	cold	iɡamˑt̪e	igamte	IKAMTE
mad	cold	ɪriŋɡəm	iriNg3m	IRINKEM
gtd	cold	ʈəndo	t3ndo	TENTU
gba	cold	hirʌʌta,sʌlati	hiroota, solati	HIRETA, SELATI
gkt	cold	təɳɖo	t3ndo	TENTU
gok	cold	kʌrinɡtal	koringtal	KERINKTAL
psh	cold	məruntʌl	m3runtol	MERYNTEL
pmd	cold	mɪrunta	mirunta	MIRYNTA
pkh	cold	mɪrunta	mirunta	MIRYNTA
gcj	cold	muruŋtʌl	muruNtol	MYRYNTEL
ggg	cold	tandor	tandor	TANTUR
khu	cold	pinni	pinni	PINI
bhe	cold	ʈʰəndo	th~3ndo	TENTU
prg	cold	təndo	t3ndo	TENTU
gka	cold	ʈhʌnɖo	thondo	THENTU
gse	cold	ʈʌnɖo	tondo	TENTU
gra	cold	kɪnit̪a	kinita	KINITA
gki	cold	tʰənɖo	th~3ndo	TENTU
gar	cold	tʰəndo	th~3ndo	TENTU
gam	cold	ʈəndo	t3ndo	TENTU
gwa	cold	taɳɖo	tando	TANTU
gch	cold	ʈʰando	th~ando	TANTU
gdh	cold	ʈʰənɖo	th~3ndo	TENTU
goa	cold	selʌɡa	seloga	SELEKA
met	cold	d̪ʌɾnt̪a	dornta	TERNTA
bhm	cold	kiɽŋɡt̪ʌ	kirNgto	KIRNKTE
bhs	cold	kiɽɲɡt̪ʌ	kir5gto	KIRNKTE
bhb	cold	kiɽɲɡt̪a	kir5gta	KIRNKTA
mso	cold	kiɾnt̪a	kirnta	KIRNTA
mlj	cold	d̪ʌɽiŋt̪a	doriNta	TERINTA
mud	cold	aɾle	arle	ARLE
rui	house	ron	ron	RUN
grp	house	ron	ron	RUN
ght	house	ron	ron	RUN
glb	house	ron	ron	RUN
ktg	house	lon	lon	LUN
dog	house	ron	ron	RUN
mdh	house	lon	lon	LUN
mku	house	lon	lon	LUN
gni	house	ron	ron	RUN
lxg	house	ron	ron	RUN
get	house	lono	lono	LUNU
gut	house	ɾɔːn	ron	RUN
gja	house	lon	lon	LUN
gbh	house	lonu	lonu	LUNY
mal	house	lon	lon	LUN
mbh	house	lonu	lonu	LUNY
mad	house	lonu	lonu	LUNY
gtd	house	rone	rone	RUNE
gba	house	lonu	lonu	LUNY
gkt	house	ron	ron	RUN
gok	house	lon	lon	LUN
psh	house	ron	ron	RUN
pmd	house	ron	ron	RUN
pkh	house	ron	ron	RUN
gcj	house	ron	ron	RUN
ggg	house	ron	ron	RUN
khu	house	ron	ron	RUN
bhe	house	ron	ron	RUN
prg	house	ron	ron	RUN
gka	house	ron	ron	RUN
gse	house	ron	ron	RUN
gra	house	ron	ron	RUN
gki	house	ron	ron	RUN
gar	house	ron	ron	RUN
gam	house	ron	ron	RUN
gwa	house	ron	ron	RUN
gch	house	ron	ron	RUN
gdh	house	ron	ron	RUN
goa	house	ɭun	Lun	LYN
met	house	lon	lon	LUN
bhm	house	loːn	lon	LUN
bhs	house	loːn	lon	LUN
bhb	house	loːn	lon	LUN
mso	house	lon	lon	LUN
mlj	house	lon	lon	LUN
mud	house	lon	lon	LUN
rui	we_incl	amok	amok	AMUK
grp	we_incl	hʌmik	homik	HEMIK
ght	we_incl	amot	amot	AMUT
glb	we_incl	amot	amot	AMUT
ktg	we_incl	-----	-----	-----
dog	we_incl	apun	apun	APYN
mdh	we_incl	math	math	MATH
mku	we_incl	matʰ	math~	MAT
gni	we_incl	mʌrat	morat	MERAT
lxg	we_incl	mʌrʌʈu	morotu	MERETY
get	we_incl	martu	martu	MARTY
gut	we_incl	nʌmʌt̪u	nomotu	NEMETY
gja	we_incl	maʈu	matu	MATY
gbh	we_incl	mant̪oto	mantoto	MANTUTU
mal	we_incl	matu	matu	MATY
mbh	we_incl	manˑala	manala	MANALA
mad	we_incl	maʈu	matu	MATY
gtd	we_incl	amoʈ(utolom)	amotutolom	AMUTYTULUM
gba	we_incl	maʈu	matu	MATY
gkt	we_incl	watom	watom	WATUM
gok	we_incl	dʒʌmai̯	dZomai	TSEMA
psh	we_incl	mʌmar	momar	MEMAR
pmd	we_incl	utʃ	utS	YTS
pkh	we_incl	mʌmar	momar	MEMAR
gcj	we_incl	amort	amort	AMURT
ggg	we_incl	-----	-----	-----
khu	we_incl	amoʈ	amot	AMUT
bhe	we_incl	hamoʈ	hamot	HAMUT
prg	we_incl	-----	-----	-----
gka	we_incl	amoʈ	amot	AMUT
gse	we_incl	amoʈ	amot	AMUT
gra	we_incl	samd̪ɛɾ	samdEr	SAMTER
gki	we_incl	pʌn	pon	PEN
gar	we_incl	amoʈ	amot	AMUT
gam	we_incl	amoʈ	amot	AMUT
gwa	we_incl	amoʈ	amot	AMUT
gch	we_incl	-----	-----	-----
gdh	we_incl	amaʈ	amat	AMAT
goa	we_incl	mamʌd̪	mamod	MAMET
met	we_incl	maʈu	matu	MATY
bhm	we_incl	mʌnːal	monal	MENAL
bhs	we_incl	mama	mama	MAMA
bhb	we_incl	mʌmo	momo	MEMU
mso	we_incl	mʌmʌɖ	momod	MEMET
mlj	we_incl	nʌm	nom	NEM
mud	we_incl	mumaʈʰ	mumath~	MYMAT
rui	few	itsursa,tʃid̪ur	itsursa, tSidur	ITSYRSA, TSITYR
grp	few	todasa	todasa	TUTASA
ght	few	tolo	tolo	TULU
glb	few	dʒʌrase	dZorase	TSERASE
ktg	few	hudukʰ	hudukh~	HYTYK
dog	few	toɖe	tode	TUTE
mdh	few	hutʃuk	hutSuk	HYTSYK
mku	few	itʃuk(sa)	itSuksa	ITSYKSA
gni	few	itʃu	itSu	ITSY
lxg	few	utʃu(ŋ)	utSuN	YTSYN
get	few	ɡitʃuku	gitSuku	KITSYKY
gut	few	itʃuŋsi	itSuNsi	ITSYNSI
gja	few	itʃun	itSun	ITSYN
gbh	few	d̪amˑu	damu	TAMY
mal	few	itʃun	itSun	ITSYN
mbh	few	utʃunu	utSunu	YTSYNY
mad	few	itʃun	itSun	ITSYN
gtd	few	tʃudoso	tSudoso	TSYTUSU
gba	few	utʃun,tʃukun	utSun, tSukun	YTSYN, TSYKYN
gkt	few	tʃudoso	tSudoso	TSYTUSU
gok	few	hidikana	hidikana	HITIKANA
psh	few	dʒarana	dZarana	TSARANA
pmd	few	dʒʌrase	dZorase	TSERASE
pkh	few	dʒarana	dZarana	TSARANA
gcj	few	ruŋmuda	ruNmuda	RYNMYTA
ggg	few	kəmi	k3mi	KEMI
khu	few	dʒarasi	dZarasi	TSARASI
bhe	few	dʒarasi	dZarasi	TSARASI
prg	few	tʰodəso	th~od3so	TUTESU
gka	few	ʈʰodoso	th~odoso	TUTUSU
gse	few	ʈʰodosal	th~odosal	TUTUSAL
gra	few	dʒeɾasi	dZerasi	TSERASI
gki	few	toɾdo	tordo	TURTU
gar	few	tʰoɖe	th~ode	TUTE
gam	few	tʰoro	th~oro	TURU
gwa	few	toɖoso,dʒaraso	todoso, dZaraso	TUTUSU, TSARASU
gch	few	-----	-----	-----
gdh	few	dʒarasa	dZarasa	TSARASA
goa	few	ɡoɖatʃo	godatSo	KUTATSU
met	few	itʃuna	itSuna	ITSYNA
bhm	few	uɖuːk	uduk	YTYK
bhs	few	tʃuɖuːn	tSudun	TSYTYN
bhb	few	tʃuɖul	tSudul	TSYTYL
mso	few	uʈuk	utuk	YTYK
mlj	few	kʌm	kom	KEM
mud	few	hutʃuk	hutSuk	HYTSYK
rui	boy	ped̪al	pedal	PETAL
grp	boy	tudal	tudal	TYTAL
ght	boy	tudal	tudal	TYTAL
glb	boy	tudal	tudal	TYTAL
ktg	boy	peka	peka	PEKA
dog	boy	pedal	pedal	PETAL
mdh	boy	pekal	pekal	PEKAL
mku	boy	pekal	pekal	PEKAL
gni	boy	pora	pora	PURA
lxg	boy	kaːnɖi	kandi	KANTI
get	boy	pekʌl	pekol	PEKEL
gut	boy	kamdi	kamdi	KAMTI
gja	boy	poral	poral	PURAL
gbh	boy	mari	mari	MARI
mal	boy	pekal	pekal	PEKAL
mbh	boy	pedal	pedal	PETAL
mad	boy	maɣi	maxi	MAGI
gtd	boy	tula	tula	TYLA
gba	boy	pekal	pekal	PEKAL
gkt	boy	ʈuɖal	tudal	TYTAL
gok	boy	pekor	pekor	PEKUR
psh	boy	sʌmbər(asitor)	somb3rasitor	SEMPERASITUR
pmd	boy	(dʒiwan)pirɡa	dZiwanpirga	TSIWANPIRKA
pkh	boy	sʌmbar	sombar	SEMPAR
gcj	boy	pɛrɡʌl	pErgol	PERKEL
ggg	boy	tudal	tudal	TYTAL
khu	boy	tudal	tudal	TYTAL
bhe	boy	tudal	tudal	TYTAL
prg	boy	tudal	tudal	TYTAL
gka	boy	ʈuɖal	tudal	TYTAL
gse	boy	ʈuɭal	tuLal	TYLAL
gra	boy	pɛɖal	pEdal	PETAL
gki	boy	peɖal	pedal	PETAL
gar	boy	tudal	tudal	TYTAL
gam	boy	tudal	tudal	TYTAL
gwa	boy	tudal	tudal	TYTAL
gch	boy	tudal	tudal	TYTAL
gdh	boy	tudal	tudal	TYTAL
goa	boy	pɛdʌl	pEdol	PETEL
met	boy	t̪eka	teka	TEKA
bhm	boy	peːkal	pekal	PEKAL
bhs	boy	peːkal	pekal	PEKAL
bhb	boy	peːka	peka	PEKA
mso	boy	pekal	pekal	PEKAL
mlj	boy	pekal	pekal	PEKAL
mud	boy	pekal	pekal	PEKAL
rui	dry	wət̪a	w3ta	WETA
grp	dry	watu	watu	WATY
ght	dry	watal	watal	WATAL
glb	dry	(watʃi)watʌ	watSiwato	WATSIWATE
ktg	dry	watita	watita	WATITA
dog	dry	wʌt̪a	wota	WETA
mdh	dry	watita	watita	WATITA
mku	dry	wɛtita	wEtita	WETITA
gni	dry	βaːt̪ːa	bata	BATA
lxg	dry	wʌt̪ː	wot	WET
get	dry	watita	watita	WATITA
gut	dry	βat̪ːa	bata	BATA
gja	dry	watta	watta	WATA
gbh	dry	u̯at̪ˑt̪a(d̪u)	uattadu	YTTATY
mal	dry	wʌta	wota	WETA
mbh	dry	u̯at̪ˑʌ	uato	YTE
mad	dry	wat̪ˑʌ	wato	WATE
gtd	dry	wat̪a	wata	WATA
gba	dry	watita	watita	WATITA
gkt	dry	watʃɛt	watSEt	WATSET
gok	dry	wʌtʌle	wotole	WETELE
psh	dry	wətʃtər	w3tSt3r	WETSTER
pmd	dry	wʌtʃit	wotSit	WETSIT
pkh	dry	watʃit	watSit	WATSIT
gcj	dry	wabʌl	wabol	WAPEL
ggg	dry	wəttəl	w3tt3l	WETEL
khu	dry	wəttəl	w3tt3l	WETEL
bhe	dry	wəttal	w3ttal	WETAL
prg	dry	wətəl	w3t3l	WETEL
gka	dry	wat̪u	watu	WATY
gse	dry	wat̪ʌ	wato	WATE
gra	dry	waɾt̪a	warta	WARTA
gki	dry	wat̪a	wata	WATA
gar	dry	wəttal	w3ttal	WETAL
gam	dry	wəttal	w3ttal	WETAL
gwa	dry	wətta	w3tta	WETA
gch	dry	wəttəl	w3tt3l	WETEL
gdh	dry	wəttə	w3tt3	WETE
goa	dry	βaɾt̪ut̪a	bartuta	BARTYTA
met	dry	wat̪ːʌ	wato	WATE
bhm	dry	vet̪ːʌ	veto	BETE
bhs	dry	vast̪a	vasta	BASTA
bhb	dry	vɽt̪a	vrta	BRTA
mso	dry	wat̪t̪it̪a	wattita	WATITA
mlj	dry	wat̪le	watle	WATLE
mud	dry	wat̪t̪it̪a	wattita	WATITA
rui	blood	n̪ət̪uɾ	n3tur	NETYR
grp	blood	natuɾ	natur	NATYR
ght	blood	nʌktʌɾ	noktor	NEKTER
glb	blood	natuɾ	natur	NATYR
ktg	blood	natur	natur	NATYR
dog	blood	net̪ur	netur	NETYR
mdh	blood	naktur	naktur	NAKTYR
mku	blood	nʌktʌɾ	noktor	NEKTER
gni	blood	nɛt̪ˑur	nEtur	NETYR
lxg	blood	net̪ˑur	netur	NETYR
get	blood	nɛtur	nEtur	NETYR
gut	blood	nɛt̪u̯ru	nEturu	NETYRY
gja	blood	nɛtur	nEtur	NETYR
gbh	blood	net̪uɾu	neturu	NETYRY
mal	blood	nʌtuɾ	notur	NETYR
mbh	blood	net̪ˑuɾu	neturu	NETYRY
mad	blood	net̪uɾ	netur	NETYR
gtd	blood	natʊde	natude	NATYTE
gba	blood	nɛtɔ̯ˑuɾ	nEtour	NETUR
gkt	blood	naktuɾ	naktur	NAKTYR
gok	blood	nʌktuɾ	noktur	NEKTYR
psh	blood	natuɾ	natur	NATYR
pmd	blood	naktuɾ	naktur	NAKTYR
pkh	blood	natuɾ	natur	NATYR
gcj	blood	naktuɾ	naktur	NAKTYR
ggg	blood	naktur	naktur	NAKTYR
khu	blood	natur	natur	NATYR
bhe	blood	natur	natur	NATYR
prg	blood	natur	natur	NATYR
gka	blood	nat̪ur	natur	NATYR
gse	blood	nat̪uɾ	natur	NATYR
gra	blood	nɛt̪ur	nEtur	NETYR
gki	blood	net̪uɾ	netur	NETYR
gar	blood	nattuɾ	nattur	NATYR
gam	blood	nattur	nattur	NATYR
gwa	blood	nattur	nattur	NATYR
gch	blood	natuɾ	natur	NATYR
gdh	blood	nattuɾ	nattur	NATYR
goa	blood	net̪uɾ	netur	NETYR
met	blood	net̪uri	neturi	NETYRI
bhm	blood	net̪uːɾ	netur	NETYR
bhs	blood	net̪uːɾ	netur	NETYR
bhb	blood	net̪uːɾ	netur	NETYR
mso	blood	nʌt̪ːuɾ	notur	NETYR
mlj	blood	nat̪t̪uɾ	nattur	NATYR
mud	blood	nʌkt̪ur	noktur	NEKTYR
rui	these	hiu	hiu	HI
grp	these	yok	iok	YK
ght	these	hiu	hiu	HI
glb	these	hiduŋ	hiduN	HITYN
ktg	these	hɛre	hEre	HERE
dog	these	hiu	hiu	HI
mdh	these	vɛrku	vErku	BERKY
mku	these	iuw	iuw	IW
gni	these	iβu	ibu	IBY
lxg	these	ɪwu	iwu	IWY
get	these	ɪwu	iwu	IWY
gut	these	ɪvuʔ	ivu7	IBYH
gja	these	ɪvahi	ivahi	IBAHI
gbh	these	u̯a	ua	Y
mal	these	veru	veru	BERY
mbh	these	ivˑu	ivu	IBY
mad	these	id̪u	idu	ITY
gtd	these	-----	-----	-----
gba	these	ivu	ivu	IBY
gkt	these	lai̯suŋ	laisuN	LASYN
gok	these	ɛi̯d	Eid	ET
psh	these	ieu	ieu	I
pmd	these	-----	-----	-----
pkh	these	ieu	ieu	I
gcj	these	ole	ole	ULE
ggg	these	-----	-----	-----
khu	these	idu	idu	ITY
bhe	these	yɛrka	iErka	YRKA
prg	these	ido	ido	ITU
gka	these	hiʋu	hiwu	HIWY
gse	these	hiwũ	hiwu	HIWY
gra	these	boɾ	bor	PUR
gki	these	βɛɾ	bEr	BER
gar	these	idu	idu	ITY
gam	these	ɡʰənon	gh~3non	KENUN
gwa	these	id	id	IT
gch	these	wəlehe	w3lehe	WELEHE
gdh	these	id̪u	idu	ITY
goa	these	ivu	ivu	IBY
met	these	ivu	ivu	IBY
bhm	these	iv	iv	IB
bhs	these	-----	-----	-----
bhb	these	iwo	iwo	IWU
mso	these	iwu	iwu	IWY
mlj	these	iu̯	iu	I
mud	these	iwu̯	iwu	IWY
rui	speak	warəkt̪or,warka	war3ktor, warka	WAREKTUR, WARKA
grp	speak	worwantuŋ,wanka	worwantuN, wanka	WURWANTYN, WANKA
ght	speak	worwarktur,wʌraka	worwarktur, woraka	WURWARKTYR, WERAKA
glb	speak	worwʌrktʌr,wʌrka	worworktor, worka	WURWERKTER, WERKA
ktg	speak	walaktur,warka	walaktur, warka	WALAKTYR, WARKA
dog	speak	wʌɾtur,wʌɾka	wortur, worka	WERTYR, WERKA
mdh	speak	warkentur,wʌrka	warkentur, worka	WARKENTYR, WERKA
mku	speak	waraktur,warʌka	waraktur, waroka	WARAKTYR, WAREKA
gni	speak	vɛrkt̪or,warka	vErktor, warka	BERKTUR, WARKA
lxg	speak	wʌɖɨkt̪or,wʌɖkʌ	wod3ktor, wodko	WETIKTUR, WETKE
get	speak	warktur,reha	warktur, reha	WARKTYR, REHA
gut	speak	vaɾk(vʌl)	varkvol	BARKBEL
gja	speak	warktur	warktur	WARKTYR
gbh	speak	u̯aduk(madʔ)	uadukmad7	YTYKMATH
mal	speak	veto,varu̯dʌkʌ	veto, varudoko	BETU, BARYTEKE
mbh	speak	vadoaŋka	vadoaNka	BATUNKA
mad	speak	warto,uiaha	warto, uiaha	WARTU, YHA
gtd	speak	olewaŋksitol,wənka	olewaNksitol, w3nka	ULEWANKSITUL, WENKA
gba	speak	warktur,warka	warktur, warka	WARKTYR, WARKA
gkt	speak	waŋksitol,wənka	waNksitol, w3nka	WANKSITUL, WENKA
gok	speak	wʌktur,wʌha	woktur, woha	WEKTYR, WEHA
psh	speak	worwʌnkvndor,wʌnka	worwonkvndor, wonka	WURWENKBNTUR, WENKA
pmd	speak	waŋksimator,wʌnka	waNksimator, wonka	WANKSIMATUR, WENKA
pkh	speak	horwʌnksimatol̆	horwonksimatol	HURWENKSIMATUL
gcj	speak	horwamsimatol̆	horwamsimatol	HURWAMSIMATUL
ggg	speak	orwanaktur,wanka	orwanaktur, wanka	URWANAKTYR, WANKA
khu	speak	orwənəktur,wənkə	orw3n3ktur, w3nk3	URWENEKTYR, WENKE
bhe	speak	orwankiturwan(k)tur,wanka	orwankiturwanktur, wanka	URWANKITYRWANKTYR, WANKA
prg	speak	olindʒite,wəntə	olindZite, w3nt3	ULINTSITE, WENTE
gka	speak	warksimator,worka	warksimator, worka	WARKSIMATUR, WURKA
gse	speak	waɾtur,waɾkana	wartur, warkana	WARTYR, WARKANA
gra	speak	waktor,warʌka	waktor, waroka	WAKTUR, WAREKA
gki	speak	workʌntor,woɾka	workontor, worka	WURKENTUR, WURKA
gar	speak	warksimatur,warka	warksimatur, warka	WARKSIMATYR, WARKA
gam	speak	warksimatur,warka	warksimatur, warka	WARKSIMATYR, WARKA
gwa	speak	waŋksital,wanka	waNksital, wanka	WANKSITAL, WANKA
gch	speak	-----	-----	-----
gdh	speak	wəntur,wənka	w3ntur, w3nka	WENTYR, WENKA
goa	speak	waɾtur,waɾka	wartur, warka	WARTYR, WARKA
met	speak	warkor,waɾka	warkor, warka	WARKUR, WARKA
bhm	speak	veːhʌ	veho	BEHE
bhs	speak	vexa	vexa	BEGA
bhb	speak	kela	kela	KELA
mso	speak	putʃumam	putSumam	PYTSYMAM
mlj	speak	in	in	IN
mud	speak	wʌɽko	worko	WERKU
rui	four	nalũŋ	naluN	NALYN
grp	four	naluŋ	naluN	NALYN
ght	four	naluŋ	naluN	NALYN
glb	four	nalu	nalu	NALY
ktg	four	naluŋ	naluN	NALYN
dog	four	naluŋ	naluN	NALYN
mdh	four	naluŋ	naluN	NALYN
mku	four	naluŋ	naluN	NALYN
gni	four	naluŋ	naluN	NALYN
lxg	four	naluŋ	naluN	NALYN
get	four	nalu	nalu	NALY
gut	four	naːluŋ	naluN	NALYN
gja	four	naluŋ	naluN	NALYN
gbh	four	nalui	nalui	NALY
mal	four	naluŋ	naluN	NALYN
mbh	four	nalu	nalu	NALY
mad	four	naluŋ	naluN	NALYN
gtd	four	nalunɡe	nalunge	NALYNKE
gba	four	naluŋ	naluN	NALYN
gkt	four	naluŋ	naluN	NALYN
gok	four	naluŋ	naluN	NALYN
psh	four	lalu(tõ)	laluto	LALYTU
pmd	four	lalu	lalu	LALY
pkh	four	lalu(to)	laluto	LALYTU
gcj	four	naluŋ	naluN	NALYN
ggg	four	naluŋ	naluN	NALYN
khu	four	naluŋ	naluN	NALYN
bhe	four	nalo	nalo	NALU
prg	four	naluŋ	naluN	NALYN
gka	four	ɳaluŋ	naluN	NALYN
gse	four	naluŋ	naluN	NALYN
gra	four	nalũ	nalu	NALY
gki	four	naluŋ	naluN	NALYN
gar	four	naluŋ	naluN	NALYN
gam	four	naluŋ	naluN	NALYN
gwa	four	naluŋ	naluN	NALYN
gch	four	naluŋ	naluN	NALYN
gdh	four	naluŋ	naluN	NALYN
goa	four	nalũ	nalu	NALY
met	four	naluŋ	naluN	NALYN
bhm	four	nalu	nalu	NALY
bhs	four	nalu	nalu	NALY
bhb	four	nalu	nalu	NALY
mso	four	naluŋ	naluN	NALYN
mlj	four	naluŋ	naluN	NALYN
mud	four	naluŋ	naluN	NALYN
rui	ten	dʰəhə	dh~3h3	TEHE
grp	ten	das	das	TAS
ght	ten	pʌd,das	pod, das	PET, TAS
glb	ten	das	das	TAS
ktg	ten	das	das	TAS
dog	ten	daha	daha	TAHA
mdh	ten	das	das	TAS
mku	ten	das	das	TAS
gni	ten	d̪aha	daha	TAHA
lxg	ten	d̪ʌhʌ	doho	TEHE
get	ten	pʌdi	podi	PETI
gut	ten	d̆aha	daha	TAHA
gja	ten	dəs	d3s	TES
gbh	ten	pad̪i	padi	PATI
mal	ten	da	da	TA
mbh	ten	pad̪i	padi	PATI
mad	ten	d̪aha	daha	TAHA
gtd	ten	das	das	TAS
gba	ten	daha	daha	TAHA
gkt	ten	das	das	TAS
gok	ten	das	das	TAS
psh	ten	das	das	TAS
pmd	ten	das	das	TAS
pkh	ten	das	das	TAS
gcj	ten	das	das	TAS
ggg	ten	dəs	d3s	TES
khu	ten	dəs	d3s	TES
bhe	ten	dəs	d3s	TES
prg	ten	dəs	d3s	TES
gka	ten	daha	daha	TAHA
gse	ten	dəha	d3ha	TEHA
gra	ten	daha	daha	TAHA
gki	ten	daha	daha	TAHA
gar	ten	dəs	d3s	TES
gam	ten	dəs	d3s	TES
gwa	ten	pəd	p3d	PET
gch	ten	dəs	d3s	TES
gdh	ten	dəs	d3s	TES
goa	ten	pʌd̪i	podi	PETI
met	ten	d̪aha	daha	TAHA
bhm	ten	d̪ʌs	dos	TES
bhs	ten	d̪ʌs	dos	TES
bhb	ten	d̪ʌs	dos	TES
mso	ten	d̪ʌs	dos	TES
mlj	ten	d̪ʌs	dos	TES
mud	ten	d̪ʌs	dos	TES
rui	moon	tʃʲandrə	tSy~andr3	TSANTRE
grp	moon	tʃʌndʌl	tSondol	TSENTEL
ght	moon	tʃʌndʌl	tSondol	TSENTEL
glb	moon	tʃundal	tSundal	TSYNTAL
ktg	moon	tʃunda	tSunda	TSYNTA
dog	moon	dʒʌhŋɡu	dZohNgu	TSEHNKY
mdh	moon	nalɛŋ	nalEN	NALEN
mku	moon	naliŋdʒ	naliNdZ	NALINTS
gni	moon	lɛlɛndʒ	lElEndZ	LELENTS
lxg	moon	nelendʒə	nelendZ3	NELENTSE
get	moon	nella	nella	NELA
gut	moon	tʃʌndɾʌ	tSondro	TSENTRE
gja	moon	nella	nella	NELA
gbh	moon	u̯edisi	uedisi	YTISI
mal	moon	nɛla	nEla	NELA
mbh	moon	nelˑa	nela	NELA
mad	moon	nɛlˑa	nEla	NELA
gtd	moon	tʃənda	tS3nda	TSENTA
gba	moon	nɛlla	nElla	NELA
gkt	moon	tʃʌndar	tSondar	TSENTAR
gok	moon	lalɛndʒ	lalEndZ	LALENTS
psh	moon	tʃənda	tS3nda	TSENTA
pmd	moon	tʃənda	tS3nda	TSENTA
pkh	moon	tʃənda	tS3nda	TSENTA
gcj	moon	tʃanda	tSanda	TSANTA
ggg	moon	tʃandaley	tSandalei	TSANTALE
khu	moon	tʃəndəl	tS3nd3l	TSENTEL
bhe	moon	tʃəndal	tS3ndal	TSENTAL
prg	moon	tʃanda	tSanda	TSANTA
gka	moon	tʃandra	tSandra	TSANTRA
gse	moon	tʃandra	tSandra	TSANTRA
gra	moon	lɛlɛdʒ	lElEdZ	LELETS
gki	moon	dʒʌŋo	dZoNo	TSENU
gar	moon	tʃəndral	tS3ndral	TSENTRAL
gam	moon	tʃənda	tS3nda	TSENTA
gwa	moon	tʃənda	tS3nda	TSENTA
gch	moon	tʃandə	tSand3	TSANTE
gdh	moon	tʃan	tSan	TSAN
goa	moon	ʃɛɾsi,ʃʌnd̪a	SErsi, Sonda	SERSI, SENTA
met	moon	nelːa	nela	NELA
bhm	moon	leːɲdʒ	le5dZ	LENTS
bhs	moon	leːɲdʒ	le5dZ	LENTS
bhb	moon	leːɲdʒ	le5dZ	LENTS
mso	moon	nʌleɲ	nole5	NELEN
mlj	moon	lalẽdʒ	laledZ	LALETS
mud	moon	lʌleɲdʒ	lole5dZ	LELENTS
rui	rainbow	dʰənoks̪e(ban)	dh~3nokseban	TENUKSEPAN
grp	rainbow	danuʃ(ban)	danuSban	TANYSPAN
ght	rainbow	danuʃ	danuS	TANYS
glb	rainbow	danuʃ	danuS	TANYS
ktg	rainbow	danuʃbam	danuSbam	TANYSPAM
dog	rainbow	dʰənukʃa	dh~3nukSa	TENYKSA
mdh	rainbow	dʌnuʃ	donuS	TENYS
mku	rainbow	danuʃben,bⁿimanmili	danuSben, bn~imanmili	TANYSPEN, PIMANMILI
gni	rainbow	kʌmaɖə	komad3	KEMATE
lxg	rainbow	kʌmʌɖə	komod3	KEMETE
get	rainbow	bʰɪnɪanɡunti	bh~iniangunti	PININKYNTI
gut	rainbow	kʌmbaːɖ	kombad	KEMPAT
gja	rainbow	danuʃbʰan	danuSbh~an	TANYSPAN
gbh	rainbow	-----	-----	-----
mal	rainbow	bʰɪmʌrvilu	bh~imorvilu	PIMERBILY
mbh	rainbow	bʰimanu̯ilˑli	bh~imanuilli	PIMANYLLI
mad	rainbow	pʲatar	py~atar	PATAR
gtd	rainbow	danus	danus	TANYS
gba	rainbow	bʰɪmanəmili	bh~iman3mili	PIMANEMILI
gkt	rainbow	ɡulɛl	gulEl	KYLEL
gok	rainbow	dʌma(doko)	domadoko	TEMATUKU
psh	rainbow	dhunus	dhunus	THYNYS
pmd	rainbow	ɡudal	gudal	KYTAL
pkh	rainbow	dhənus	dh3nus	THENYS
gcj	rainbow	(indra)dhanus	indradhanus	INTRATHANYS
ggg	rainbow	dənuʃ(bʰan)	d3nuSbh~an	TENYSPAN
khu	rainbow	dʰənuʃ(bʰan)	dh~3nuSbh~an	TENYSPAN
bhe	rainbow	dʰənuʃ(ban)	dh~3nuSban	TENYSPAN
